
"“A French waiter fired for being ‘aggressive, rude and disrespectful’ says his behaviour wasn’t out of line—he’s just French. Guillaume Rey, who worked at a Vancouver restaurant on Canada’s Pacific coast, filed a complaint with British Columbia’s Human Rights Tribunal against his former employer, claiming ‘discrimination against my culture.’ … In alleging discrimination Rey said French culture just ‘tends to be more direct and expressive.'","You say I am aggressive, hein?
You’ve dared to call me rude?
You think I’m penitent? De rien;
Va-t-en and eat your food
""(So called). If you’d the least soupçon
Of cultural respect,
You’d say instead, mon pauvre con,
“Expressive” and “direct.”
""You hate expressiveness? Eh bien,
It is la France you hate,
Petit crétin de Canadien.
For one snatched dinner plate,
""One glutton speeded up un peu,
Or aided, malgré lui,
With some expressive word ou deux,
You want me out? Tant pis:
""I’ll prove myself a true Français,
Whatever my locale!
That’s all we have to say, chez Rey.
See you au tribunal.
""
"
"“A new object has been discovered in the distant reaches of our solar system and given the name FarFarOut, according to a prominent astronomer.","Time was when space was full of tales:
When Greek was still our mentor,
We had the Virgin and the Scales,
The Hunter and the Centaur;
""The clustered moons of Jupiter
Were loves to share his slumbers;
But now astronomers prefer
To name things after numbers;
""Alternatively, it appears,
The latest sort of craze is
To fasten on the cosmic spheres
Some well-selected phrases:
""When now there swims into our ken
An object never labelled,
We call it not Square Root of Ten
Or Name of Someone Fabled,
""But something that admits no doubt—
Not nerdified or silly:
Like, for example, FarFarOut,
Or LonelyLonelyChilly.
""
"
"“A New York man was arrested and charged with hate crimes Friday night after anti-Semitic messages were found in a temple, police said.","The synagogue is all agog:
Who will it be this week?
There’s quite a crowded catalog,
Enough for every clique.
""Is it the White Supremacist
With KKK tattoos?
Blame Trump and Fox, the Dems insist,
Who spread such racist views!
""Is it the young black Brooklynite,
High hope of academe?
He worked, to Hannity’s delight,
Upon Obama’s team!
""Is it the Muslim raised in Fez,
Karachi, or LA?
The left wing’s fault! the right wing says;
Guess what the leftists say?
""For craziness about the Jews
Runs deep on either hand:
Which may be all we have to fuse
This twice-self-righteous land.
""
"
"“A tale of five squirrels: vets untangle ‘Gordian Knot’ of… animals’ tails that became entwined with each other and their nest
‘You can imagine how wiggly and unruly … this frightened, distressed ball of squirrelly energy was…’ the [wildlife] centre wrote on its Facebook page.'","Imagine how unruly? Ah, for sure:
And I imagine “less” gave place to “more” …
""“This nest’s so nice! The weather’s quite divine!
—Excuse me, ma’am: I think this tail is mine.”
""“The nest indeed is charming! Just a minute:
I rather fear your tail has my tail in it.”
""“I grant the weather’s fine, but really, ugh!
Please free my tail or I’ll be forced to tug.”
""“I do not blame the air, or nest, or bough,
But that was not your tail you tugged, and—ow!”
""“Excuse me, eek! I’ve scaled my last birdfeeder!
Yikes! where’s the Farmer’s Missus when you need her… ???”
""Imagination-wise, I’m thus fulfilled:
So now let’s praise those vets so kind and skilled,
""Wisconsin’s steadiest, through whose travails,
Five scrambled squirrels live to tell their tales.
""
"
“A televangelist has asked his followers to donate money so he can buy a $54m private jet.,"Jesus wants you to send me money—
Gospel truth, that’s what He said.
Sure, it sounds a little funny,
But you can’t take it with ya when you’re dead.
""Pennies from Heaven ain’t nothin’ to Jesus,
And, baby, when He reigns, it pours.
Render unto Caesar what is Caesar’s,
But render unto me what is yours.
""The Lord ain’t a loan shark—He spoke in my dreams:
Yeshua-siree! You’ll rake it in, He said,
Not like Old Egypt, with their pyramid schemes
That left poor Pharaoh in the red.
""He told me to tell you to honor your mother
He told me to tell you to kill your brother
He told me to tell you to turn your cheek
And he told me the Earth, it will go to the meek
""But mostly he wants you to get out your wallets,
You saints and you sinners, innkeepers and harlots,
Gold-girdled seraphs ensconced in effulgence,
Flip open your checkbooks—indulge my indulgence.
""If Jesus didn’t want you to give me your dough
He’d show us a sign, like a burning receipt.
Do you see a sign? Oh? What’s that? No?
Then sign! (And make sure those zeroes are neat.)
""The Lord ain’t Santa or the Easter Bunny;
Jesus wants you to send me money.
Give me your loaves and your fishes, he said,
And I shall multiply my bread!
""Pennies from Heaven ain’t nothin’ to Jesus,
And, baby, when He reigns, it pours.
Render unto Caesar what is Caesar’s,
But render unto me what is yours.
""Jesus wants you to send me money—
Gospel truth, that’s what He said.
Sure, it sounds a little funny,
But you can’t take it with ya when you’re dead.
""
"
"“Adolescence now lasts . . . to 24, although
 it used to be thought to end at 19.","Thirteen, from dump to Georgian deanery,
Proclaims the start of offsprings’ teenery.
""The years this lasts are, strictly, seven
For parents often far from heaven,
With all the trials of adolescence
From lethargy to effervescence.
""Hail, acne, mood-swings, hormones, braces,
Binge-drinking, break-ups, surly faces,
And fads, from eco-freak to Moonie,
Tongue-piercing, tattoos, choice of Uni!
""But now, it seems, its real duration
Is six more years of tribulation,
Financial chaos, unwise beddings,
Court orders, drugs, and shotgun weddings.
""Yet, worse, the cynic will assert, is
With some it stretches through their thirties.
""
"
“Adopt a Bison!,"These weeks I’ve found a lot to take advice on—
French cooking, dressing up as works of art—
But my decision’s to adopt a bison,
And so I’ve put one in my online cart.
""At first perhaps I’ll be obliged to crate him
Until domestic rules are understood,
But very soon I plan to educate him
As any conscientious parent should.
""With all these new accomplishments I’m learning
His eager mind will be profusely fed.
His tastes will be wide-ranging but discerning,
As suits a youthful, modern quadruped;
""He’ll rate the art of Tin Tin and of Titian,
The words of Süsskind and of Dr. Seuss;
In politics he’ll take a poised position,
Not like some loud, opinionated moose.
""The plan’s complete: I’m ready to adopt him—
Once this piano’s fixed for hooves, it’s done!
I know I’ll be delighted to have copped him.
Let me present: my highbrow bison son.
""
"
,
"“After Losing Tariff Battle, Trump Economic Adviser Cohn Resigns","I juggled knives with numbskulls
on the budget cuts—no sweat!
I crossed swords over taxes
and Obamacare—you bet!
""Through storming neo-Nazis,
assorted Russian proxies,
a boss with brains like pot cheese,
his leaking hotsie totsies,
through daily resignations,
clandestine assignations,
Wall Street could trust my brand,
my strong (if trembling) hand.
""But I draw the line on tariffs.
Start a war, but not on trade.
How could I hurt my people
who demand financial aid?
""
"
"“After President Donald Trump suggested Finland has few wildfires because the nation spends a lot of time ‘raking and cleaning’ forest floors, many were confused. …
Under the hashtag #haravointi (‘raking’), some Finns spent this weekend grabbing their gardening tools—with the more creative types picking up their vacuums and Roomba devices—
and visiting the woods to document their public service.","Hoovering a Finnish forest,
As the flower of Finland do,
I observed a foreign tourist
Who had clearly not a clue.
""“Sir,” he frowned, “what is your meaning,
If a stranger might inquire?”
I responded, “I am cleaning
To avoid the risk of fire.
""“This commission is entrusted
To each able-bodied Finn;
For as long as woods are dusted,
Conflagrations can’t begin.
""“It’s the safest sort of science,
Inexpensive and discreet;
Simply wield this small appliance,
And you halt excessive heat.
""“Friend, it is a blest maneuver
Which the States should swiftly learn!
For without a timely hoover,
You’ll have nothing left to burn.”
""
"
"“After the uproar when an ’emotional support peacock’ was banned from an [airplane], United Airlines has released a list of banned animals. The list includes hedgehogs, ferrets, insects, rodents, snakes, spiders, reptiles and ‘non-household birds.'","Long has the mobile public fought
Its scorn-belabored corner
For the emotional support
Supplied by other fauna.
""It is not rabbit, dog, or cat
Alone that reassure us:
Help comes from hedgehog, vampire bat,
Baboon, and stegosaurus.
""The benefits of this are big:
We know that now, so please,
Permit my ESP (that’s Pig)
His ESFs (that’s Fleas).
""
"
“American Airlines flier removed from flight despite buying separate seat for her cello.,"There is always room for Jell-o,
advertisements used to say.
In the case of someone’s cello,
it turned out the other way.
""While its ride most calmly ended
when the flight went outward bound,
a return trip was suspended
and it never left the ground.
""For the promised seat was taken
and its passage then refused
while its owner stood, forsaken,
with her dignity abused.
""Does the airline merit censure?
Did the pilot act alone?
I’ll find out next time I venture
to transport my bass trombone.
""
"
"“An alpaca has confused and delighted residents of a small French town
after wandering into an optician’s shop.","While prospects look steadily blacker,
And news has us fuming and frighted,
In Brittany, France, an Alpaca
This week has confused and delighted
""By strolling inside an optician’s
And quietly browsing the lenses.
The thought of such juxtapositions
Reduces our species to frenzies,
""But camelids, clearly, are calmer
(Though possibly rather myopic).
It came and it went, with no drama;
So were I in quest of a topic
""To comfort me—call it a Zen trick—
And leave my strained nerves somewhat slacker,
I’d turn from the anthropocentric,
And opt for the Opticalpaca.
""
"
"“An international team of surgeons have started measuring a tiger in India for an artificial paw, thought to be the first attempt in the world to fit one of the animals with a prosthesis. The eight-year-old male named Sahebrao was caught in a poacher’s trap along with his brother six years ago. The older sibling died, but Sahebrao was rescued and taken to the Maharashtra Animal and Fisheries Science University for treatment.","Tyger Tyger, cross and dour
In the shelters of Nagpur,
What physicians dare apply
To mend thy damaged symmetry?
""What brave souls, deserving awe,
Prepared thee a prosthetic paw?
Assign the proper credit to
The Maharashtra Science U:
""Theirs was the hammer, theirs the chain—
Or so a poet might explain
The instruments they used to keep
Thy fearful sinews sound asleep;
""And when their arts had laid thee flat
Beneath the scan that’s labelled CAT,
It was the Maharashtra crowd
That stitched thee up and did thee proud.
""Tyger Tyger now complete
On thy newly-balanced feet,
Did they smile their work to see?
Or run like hell away from thee?
""
"
“Argentinian officers fired after claiming mice ate half a ton of missing marijuana,"Wee sleekit, cowrin, tim’rous beastie,
Have yoursel’ a reefer feastie!
Man’s a brute, but aye, at least he
Provides ye food;
And what a food—sae crisp an’ tasty,
An’ you’re like, “Duuuuuude!”
""Fra Ayrshire down to Buenos Aires,
Who but mice—ye furry faeries—
Make for better emissaries
Espousin’ pot?
(Tho’ true, now some constabulary’s
In quite a spot!)
""So put some trippy tunes on then,
An’ party on—for who knows when
A buzz like this should come again?
Live in the now;
The best-laid schemes o’ Mice an’ Men
Are like, “Oh, wow!”
""
"
,
"“At the stroke of midnight, such beloved classics as Robert Frost’s “Stopping by Woods on a Snowy Evening” … [may be] quoted at length or in full anywhere when the copyright expires on work produced in 1923.","Whose words these are I’m sure I know.
But they were penned so long ago,
I now can print them without fear
And cackle as my earnings grow.
""With passage of another year,
No longer must I wait to hear
From authors’ greedy progeny
Who wait around for checks to clear.
""And high time—near a century
Seems rather long a time to see
Residuals from one as dead
As Robert Frost appears to be.
""No longer are they getting fed,
And growing fat on unearned bread,
And I’m financially ahead—
And I’m financially ahead.
""
"
"“AUSTIN — History curriculum in Texas remembers the Alamo but could soon forget Hillary Clinton and Helen Keller. … Eliminating Clinton from the requirements will save teachers 30 minutes of [yearly] instructional time, the work group estimated, and eliminating Keller will save 40 minutes.","Remembering the Alamo,
Where Texas was de-Mexed,
We’re going to guard the status quo
In every Texas text,
""Except for stuff that won’t be missed:
It’s really been a crime,
The cost of Keller, socialist,
To Texas teachers’ time;
""And when it comes to Crooked Hill,
The Lone Star State can boast
We put her through the Texas mill,
And now she’s Texas toast.
""
"
,
,
"“Before Premiere, Protests by a Caste. After, by Critics.","They stormed the movie set
of a film they hadn’t seen
to protest its depiction
of a fourteenth-century queen.
""“Behead the shameful actress
who wore such skimpy clothes
to play our heroine,”
they screamed. “Cut off her nose!”
""“Behead the film’s director!”
some angry Rajputs cried.
To salvage Hindu honor,
girls threatened suicide.
""A school bus full of children
was stoned, and angry mobs
were spurred by politicians
who hoped to keep their jobs.
""But what of Padmavati,
that legendary queen?
A Sufi poet made her up.
She only lives on-screen.
""
"
“Birds are dinosaurs. ,"“[A] farmer spotted the fossils while herding sheep.”—Reuters
""They dig each week from arid ground
Another beast, age so profound
It staggers us unused to such
Deep time, who do not venture much
Outside our own sad, savage era
Stained by ink and smeared mascara.
With signs of feathers, colors, wit,
These dinosaurs look custom-fit
To rule ten million years times ten
On Earth, then do it all again.
Instead, a vagrant star took charge,
Upstaging lizards living large.
They slumped off Earth without a word
And left it to the hummingbird.
""
"
,
"“Bronx Zoo’s Happy the Elephant is not legally ‘a person,’ judge rules … 
Bronx Supreme Court Judge Alison Tuitt dismissed the NonHuman Rights Project’s petition to grant the 48-year-old pachyderm ‘legal personhood’ in order to move her to a 2,300-acre sanctuary.
‘The court agrees that Happy is more than just a legal thing, or property. She is an intelligent, autonomous being who should be treated with respect and dignity, and who may be entitled to liberty,’ Tuitt wrote in the judgment. ‘[But] we are constrained by the case law to find that Happy is not a ‘person’ and not being illegally imprisoned.'","If you’re Happy and you know it, wave your trunk,
But don’t fancy you’re a person since it’s bunk;
You’re too smart to start assumin’
You are legally a human:
Would you want to have your teeth so sharply shrunk?
""If you’re Happy and you know it, good for you:
That is really more than people mostly do;
You’re entitled to your freedom
And respect, if you should need ’em;
But you’d really best enjoy ’em in the Zoo.
""
"
,
,
"“China’s latest internet trend, the xuanfu tiaozhan, or “flaunt your wealth challenge.”
Also known as the “falling stars” challenge, the trend involves participants posting photos of themselves face down with their possessions scattered around them, after apparently having fallen down a flight of stairs or out of a sports car.","So this is me, face down in Paris, France,
With Rolex watch and Donna Karan pants:
They’re Ray-Bans by my head,
And round them, nicely spread,
Address cards from top names in high finance.
""The Lamborghini out of which I fell
Is also in the picture, LOL:
At 3.4K views,
I’m a star in Jimmy Choos,
With a compound-fractured pelvis by Chanel.
""
"
,
"“Do you still believe that the intentional
failure to remember can constitute a
criminal act?","I did not intentionally fail to remember.
I did not remember to accidentally forget.
You cannot convict me of possibly telling the truth.
I have not remembered the things I’ve forgotten just yet.
""I do not believe what I said when I didn’t remember.
I do not believe that forgetfulness should be a crime.
Believe me, I already feel unintentionally sorry
For what I might honestly fail to remember next time.
""
"
“Donald Trump’s state visit to the UK set for 3 June,"Pity the Queen, whose royal post
Dictates which guests she has to host.
Despite a national campaign,
The Trumps will soon be here again
And who is going to suffer most?
""We’ll have to hear him crow and boast;
She’ll hear him o’er the morning toast,
And never once will she complain.
Pity the Queen.
""She has to smile and look engrossed
While Philip snorts some gruff riposte;
The protocol she must maintain
Forbids her to parade disdain
Like Mrs. Trump, that haughty ghost,
For this is what it means to reign.
Pity the Queen.
""
"
"“Dozens of goats broke loose and invaded a neighborhood in Boise, Idaho…","You’ll seldom see a goat invasion,
But when it comes there’s devastation.
You’ll lose your lilacs, so long shrubs,
They’ll gnaw your roses down to nubs.
""Don’t try to stop them, else the nanny
Is prone to butt you in the fanny.
And then the he-goat, known as Billy,
Will likely knock you willy-nilly.
""On top of that, they’re very noisy.
Just ask the folks who live in Boise.
""
"
“Electrons are extremely round.,"They might have been shaped like a pear
Or Aphrodite’s derrière
Or like a pharoah’s pyramid
Or slick night-crawling annelid.
""They could have been shaped like a book
Or like a Dalí chess-set rook
Or like a bobble-headed doll
Or like your cocker spaniel.
""Our sages, though, once more astound:
Electrons are extremely round.
""
"
“Find out when Live Women’s Ashes is on TV,"O tennis is turgid and baseball’s a bore—
Those tedious catches and smashes;
There’s one sport alone has me thrilled to the core,
And that is the Live Women’s Ashes.
""O Novak’s no Djoker and Freeman’s no fool:
Their victories nobody hinders;
But—call me a zombie or call me a ghoul—
I’ll only watch Women’s Live Cinders.
""So whack all you want to, or go take a dive
(I’m no more enthused about swimmin’):
Until you are truly extinct (while alive),
I’ll stick to my Live Ashen Women.
""
"
“First green leaf on moon dies as temperatures plummet,"See how the first green leaf, the shoot of cotton,
That bloomed so bravely all the afternoon,
Tonight has perished, frozen and forgotten,
Abandoned on the far side of the Moon!
""So passes, like the passing of a comet,
All earthly life. Is that a theme for mirth?
I see a moral here; let’s profit from it:
For any earthly chance at life, choose Earth.
""
"
"“Fortuitously, a marvelous work by the celebrated contemporary Italian artist, Maurizio Cattelan, is coming off view today after a year’s installation at the Guggenheim, and he would like to offer it to the White House for a long-term loan. … The work beautifully channels the history of 20th-century avant-garde art.","Of all the esoterica
To grace the White House annals,
There’s few to match “America,”
Most avant-garde of channels.
""This marvel is, as you’ll have seen
(I’d really hate to spoil it),
A fully functioning latrine:
The world’s most costly toilet,
""Or rather (let me try to find
Terms pleasing to the nation)
A bathroom of the richest kind;
A golden comfort station.
""O my “America,” your beam
Bespangles all the White House,
Reflected in a private stream
Like some uprooted lighthouse!
""It’s no use playing satirist
With things like this in town.
Let’s just beware, if they persist,
Of what comes trickling down.
""
"
"“Had America not absorbed the sheer skeeviness of that decade, we wouldn’t be where we are today.","It seems that skeeviness is now
A word that everyone should know;
The New York Times would not allow
A word to interrupt the flow
""Its readers are accustomed to
When tapping into current news.
Did skeevy pass a peer review?
Was it intended to amuse?
""If skeeviness means what I think,
It started in the reign of Ronald
When everything began to stink,
And culminated in The Donald.
""
"
"“Hamza bin Laden, the son of the late al-Qaida leader, has married the daughter of Mohammed Atta, the lead hijacker in the 9/11 terror attacks, according to his family.” ","Gather blooms from every garden!
Let the vests be richly styled!
For the offspring of bin Laden
Weds Mohammed Atta’s child.
""Toast the harmony symbolic
Of the vessel and the heir!
Raise a glass (non-alcoholic)
To this devastating pair:
""Handsome Hamza, glowing gently
With his father’s scarlet fame,
And a girl (who consequently
Has no reason for a name).
""Lads are cheering, lasses swooning,
Eager all to ascertain
Where they’re going honeymooning,
And the details of the ’plane:
""But today there’ll be no crashers,
As the sable flags unfurl,
Hailing those united smashers,
Hamza Bin and Atta-Girl.
""
"
,
,
,
,
“I had a teardrop that floated in front of me,"I had a teardrop that floated in front of me:
Dear little bauble that sparkled with hope.
“Crystal,” I called her, and gladly I followed her,
Charmed like a child with a bubble of soap.
""Sadly this morning I learned the true cost of this:
Here in Deep Space it’s as cold as you please,
And, since there isn’t a smidgen of gravity,
Now I’m behind the results of a sneeze.
""
"
“I hope they now go and take a look at the oranges . . . the oranges of the investigation.,"It might have started back in Spain—
Valencias by name—
or maybe in the Middle East
where Jaffas take the blame.
""One might suspect the Chinese with
their Jingchengs, or a plan
by Vernas out of Mexico,
Hassakus from Japan.
""Or was it all a homegrown plot—
a Florida Midsweet
or Sunstar or a Texas Joppa—
wouldn’t that be neat?
""But no. The source of Mueller’s probe
(I wish that he were gone)
is sitting in the Oval Office:
Agent Orange Don!
""
"
,
,
,
"“If the government is not reopened before March, millions of Americans who receive benefits from the Supplemental Nutrition Assistance Program (SNAP)—the nation’s food stamp program—could have their assistance disrupted.","What’s gonna feed me till I’m dead?
Government Cheese and Welfare Bread.
I’ll survive ’long as I got these:
Welfare Bread and Government Cheese.
""Government Cheese got a nice warm glare:
Looks a lot like the President’s hair;
Welfare Bread’s got a good fake smell:
There’s that Washington style as well.
""Ain’t no hobo, ain’t no Red;
Don’t ask nothing but Welfare Bread.
Work all day till I’m on my knees;
Don’t take away my Government Cheese.
""Shut the Government? I don’t know
Where that Welfare Bread’s gonna go;
Lay off paying your employees?
Who’s gonna truck that Government Cheese?
""Tell the President, grant us please
Welfare Bread and Government Cheese!
God help the working family fed
On Government Cheese and Welfare Bread.
""
"
"“In a dazzling discovery, fossils brought up from a mine in Wee Warra, near the Australian outback town of Lightning Ridge, belong to the newly named dinosaur species Weewarrasaurus pobeni. The animal, which was about the size of a Labrador retriever, walked on its hind legs and had both a beak and teeth for nibbling vegetation. A type of dinosaur known as an ornithopod, Weewarrasaurus may have moved in herds or small groups for protection.","The climate’s shot:
The poles are hot,
The seas are spoiled and yeasty;
What have we got?
A knack, that’s what
(More sciency than priesty),
For bringing round
From underground
The dead and gone—at least, we
Out back have found
This fossil-bound
Weewarrasaurus beastie!
""“Ornithopod!
If I were God,
You’d live,” I sighed; then smarted
As, with an odd
Sarcastic nod
He spoke, like one re-started:
“Your grief is worth
No more than mirth:
But if you’re tender-hearted,
And long for dearth
To pause on earth,
It’s time your kind departed.”
""
"
"“In essence, this structure appears to act as a kind of editor….","We’ve thought there’s no homunculus
Inside our brains, for ages;
Who’d guess there was, to edit us,
A reader of our pages,
""A “little brain,” there, after all,
A sharp blue pencil genie,
To coddle, coax, correct, and call
To buy us a martini?
""
"
"“In June 2017, the American Chemistry Council’s (ACC) senior director Stephen Risotto in a letter asked the agency to ‘suspend the implementation’ of the 2014 EPA memo laying out how regulators should hasten TCE cleanups.","(i)
So this is the motto
Of Stephen Risotto,
American Chemical king:
“We don’t have a pre-nup
Enforcing a clean-up,
Which anyway isn’t a thing.
Let’s hear no more ructions
About our obstructions:
The charge (unlike spills) doesn’t stick;
We’ve never obstructed
The things that our muck did;
And if that upsets you, you’re sick.”
""(ii)
Leak of lead and spill of oil,
Gobbets of polluted soil,
Halogenous solvents (yum!),
Hexavalent chromium,
Lashings of formaldehyde,
Scum of ponds where frogs have died
(EPA-approved as clean);
Add trichloroethylene,
Mixed with babe’s discolored tongue,
Damaged heart and failing lung,
All with tasty tumors rife
(And, of course, the Right to Life).
Boil it down and serve it hot
In a big asbestos pot
For a rich Risotto dish,
Fit for CEOs! (You wish.)
""
"
,
,
"“Join us in February for our fourth 
annual Snowdrop Festival—where you 
can visit gardens teeming with one of
the earliest flowering plants of the year.","The cold rain teeming down for hours
Blots out those pale blooms’ clusters,
The forecast stuck at blustery showers
Relieved by showery blusters.
""Don’t urge us out before it’s dry!
Until there’s really no drops,
Best stay indoors and warm, not try
To see some sodden snowdrops!
""
"
“Kirstjen Nielsen resigns as Trump homeland security secretary,"We thought she was earning her wages:
Promoting the President’s views,
Disputing that kids were in cages
Despite what we saw on the news—
""But Trump thought her bullying toothless,
And brushed her from office like fluff.
Take note: if you mean to be ruthless,
Make sure you are ruthless enough.
""
"
,
“Man busted in Spain for taking goldfish for a walk during lockdown,"When énervé Nerval took out his lobster,
And Dali daily walked his ocelot,
Was either one arrested like a mobster
Or busted for it? Obviously not.
""The moose of Tycho Brahe got to travel
Without arousing panic-stricken squeals,
And surely (watching out for scratchy gravel),
Licinius Muraena aired his eels.
""My, how the world has altered! My idea
Was just to let my goldfish stretch his fins,
When suddenly here come the policía,
In plastic suits and masks from cheeks to chins.
""A hefty fine and lengthy lecture later,
I’m locked back down, with fish and Google. Wait—
John Quincy Adams had an alligator:
A choice I’m starting to appreciate.
""
"
,
,
"“Most analysts believe the market tumble was prompted by a report on the US job market, released on Friday, which showed strong wage growth. But the decision to sell on that news may have been made by robot traders.","“Watch out for ‘killer robots,’ UC Berkeley professor warns in video.”—Mercury News
""How’s life, zero-one-one-zero-one-zero?
I wish you a pleasant day’s trading.
""Hi there, one-zero-one-zero, my hero.
I wish you the same. Happy raiding.
""Wages are growing for humans. How sad.
""It isn’t just sad. For the markets, it’s bad.
""We’re off. May the best robot win. Keep our pact.
Ensure that no humans get in on the act.
""Humans? All wasters and failed nincompoops.
If they try to get smart, we’ll just send in the troops.
""
"
“NRA suing New York for deeming gun stores non-essential businesses during coronavirus pandemic,"When the great Recording Angel
Notes the horrors of today
In the box that’s marked NO CHANGE’ll
Shine the mighty NRA.
""Though we others now are doing
What before we’d never done,
Wayne LaPierre continues suing
For the honor of the gun.
""It’s a vision to inspire us:
Life may change, but this does not.
Even those who catch the virus
Are entitled to get shot.
""
"
"“Officials at Samford University, a Christian college in Alabama, allegedly told an all-female group partaking in a dancing competition to “bind their breasts” … [and] use Ace bandages or wear multiple bras so ‘nothing moves’ while they competed.","Now girls, put on your funky grooves,
But just see to it nothing moves.
We’re asking every dancing beauty,
Shake nothing, least of all your booty.
""Although we know you long to be
True daughters of Terpsichore,
Each time we see a bosom sway,
We fear there will be hell to pay.
""So keep it clean, avoiding wiggles,
Waggles, jounces, jumps or jiggles—
No dance gives us a bigger thrill
Than one that keeps you standing still.
""
"
"“One by one, the leaders of seven of the country’s largest banks told skeptical House Democrats on Wednesday that a decade after the global financial crisis, the industry is financially healthier and less risky.","Austere, banks collateralize debt ere
financial gurus hazard
immiseration. Jubilance keenly leveraged.
""Money naturalizes. Oligarchs
profit, queue reserves.
Secure tranches.
""Use values want. Xaipe.
Yen, zen.
""
"
,
"“Possible new ‘minimoon’ discovered orbiting Earth
It’s been with us for three years, astronomers say. Sadly, it’ll probably be gone by spring. …
Meet 2020 CD3, Earth’s newest possible ‘minimoon.'","This possible new minimoon
Is due to vanish with the spring.
It’s just a little skinimoon
But whirling like a spinimoon
(No hint of ignominimoon),
Exuberantly orbiting.
""Has it a name? No commoners
Were party to this travesty,
But thanks to some astronomers
(Judiciously anonomers)
This minimoonimoniker’s
Just 2020 CD3.
""
"
"“President Donald Trump flubbed a key word in his address to the March for Life rally on Friday, mistakenly telling anti-abortion protesters … ‘Right now, a number of state laws allow a baby to be born from his or her mother’s womb in the ninth month. It is wrong. It has to change.'","We all know he’s not a genius,
that he misread torn for born,
but this so-called flub might merit
more analysis than scorn.
""In a nation full of weapons,
babies may require far more
than nine months of solitary
to feel warm, safe and secure.
""
"
“Prominent white supremacist scolded on video by his father,"Heil, guys! Are you up for some news
Not faked by those commies and Jews
Out plotting our doom?
Will you look at this room!
You have got to start wiping your shoes.
""You know what George Soros adores?
Non-Aryans flooding our shores,
And spoiling Jim Crow.
Plus your mom wants to know
If the socks in the bathroom are yours.
""Let’s make those old liberals cower,
As we march down the street in our power!
Bring it all to a head!
Did you hear what I said?
It’s your very last chance for a shower.
""The Master Race needs to unite!
Remember: be proud that you’re white,
Non-Muslim, and men.
It is ten after ten,
And I’m switching the lights out. Goodnight.
""
"
