Column1;Unnamed: 0;date;label;claim;tags;url;summary;poems;alt
16;147;22/03/2022;pants-fire; The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had the makings of yet another false flag operation led the U.S. ;['Foreign Policy', 'Pundits', 'Facebook Fact-checks', 'PunditFact', 'Ukraine', 'Russia', 'Pearson Sharp'];https://www.politifact.com/factchecks/2022/mar/22/pearson-sharp/one-america-news-runs-conspiratorial-segment-claim/;"The aftermath of the attack on a maternity hospital in Mariupol, Ukraine, was captured on video and in photos showing that it was an actual attack.
A Pentagon spokesperson called OAN host Pearson Sharp’s claims “ridiculous.” Several independent experts who spoke to PolitiFact agreed that it was completely without merit. Russian officials have conceded the attack occurred.
";;
32;569;18/03/2022;false; Putin Vows to ‘Crush’ Child Traffickers in Ukraine ;['Facebook Fact-checks', 'Ukraine', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/18/facebook-posts/there-no-evidence-putin-invaded-ukraine-fight-chil/;" This claim originated in an article published by a website known for sharing misinformation, including one previous false claim on Ukraine. 
 Russia’s president stated many reasons for the invasion. Ending child trafficking was not among them.
 According to the U.S. State Department, Russia is failing to deal with human trafficking within its own borders.
";;
17;149;18/03/2022;pants-fire; What is happening here is not so different from what we re seeing happening in Russia, where you have got state TV and controlled messaging across the board. ;['National', 'Pundits', 'Technology', 'PunditFact', 'Ukraine', 'Russia', 'Tulsi Gabbard'];https://www.politifact.com/factchecks/2022/mar/18/tulsi-gabbard/tulsi-gabbard-falsely-claims-us-not-so-different-r/;"Since its invasion of Ukraine, Russia has restricted dissenting voices, independent news reporting and public discourse on social media platforms.
A new law in Russia threatens up to 15 years of prison time for spreading information about the war that authorities consider to be “false.”
There are no parallels in the U.S., where freedom of speech, expression and the press are safeguarded by the Constitution. Gabbard alleged censorship by social media companies, but experts say those claims are not supported by evidence.
";;
33;570;17/03/2022;false; A recent on-air protest can’t be real because there are no live on air television broadcasts in Russia. None. Ever. ;['Facebook Fact-checks', 'Ukraine', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/news-and-other-programs-are-broadcast-live-russian/;"An employee at state-owned Channel One in Russia recently interrupted a live news broadcast to protest the war in Ukraine.
Multiple experts say there are live news broadcasts and other live events on Russian TV.
A former employee of the station said that all Channel One news is live. An expert we spoke with said that’s because of the country’s many time zones.
";;
34;572;17/03/2022;false; Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are price gouging. ;['National', 'Economy', 'Energy', 'Gas Prices', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/persistent-high-gas-prices-dont-prove-price-gougin/;"Experts who study the price of oil and gas said it can take weeks for gasoline prices to respond to changes in crude oil costs.
In 2008, an economic recession caused a supply shortage that drove up oil and gas prices.
Currently, Russia’s invasion of Ukraine, increased labor costs, the pandemic and additional taxes and inflation have all contributed to rising gasoline prices. The same factors weren’t at play in 2008, making direct comparisons misleading.
";;
35;574;17/03/2022;false; A West Virginia inspection sticker on an Uber proves the car was not in Ukraine. ;['West Virginia', 'National', 'Facebook Fact-checks', 'Ukraine', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/news-video-shot-car-was-filmed-ukraine-not-west-vi/;"A West Virginia State Police captain confirmed that the Uber’s window decal was an expired inspection sticker from the state. But that doesn’t mean that the car itself wasn’t in Ukraine.
The video showing the car was recorded in Irpin, Ukraine, according to Reuters, which owns the video.
It's not uncommon for cars to be exported from the U.S. to other countries, including Ukraine.
";;
5;78;16/03/2022;half-true; Wladimir Klitschko has auctioned off his 1996 Atlanta Olympic Games gold medal to raise money for the children of Ukraine. ;['Foreign Policy', 'Sports', 'Facebook Fact-checks', 'Ukraine', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/16/facebook-posts/ukrainian-boxing-star-auctioned-olympic-gold-medal/;"In 2012, Ukrainian former professional boxer Wladimir Klitschko auctioned off the Olympic gold medal he won in 1996, raising $1 million for Ukrainian children.
In March 2022, Facebook users circulated a post that recounted Klitschko’s gesture without specifying that it took place over a decade earlier. The post left the misleading impression that Klitschko sold the medal amid Russia’s ongoing invasion of Ukraine.
";;
0;35;16/03/2022;mostly-true; Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin. ;['Gas Prices', 'Foreign Policy', 'Ukraine', 'Russia', 'Joe Biden'];https://www.politifact.com/factchecks/2022/mar/16/joe-biden/joe-biden-blame-putin-high-gasoline-prices/;" The most recent spike in gas prices has stemmed largely from Putin’s invasion of Ukraine. However, gas prices were rising long before the Russian troop buildup around Ukraine became front-page news, primarily from growing demand due to the economic recovery from the pandemic.
";;
36;702;14/03/2022;false; Classified documents from Ukraine confirm without a shadow of a doubt that the Ukraine government was covertly preparing an offensive operation against Donbas, scheduled for March 2022. ;['National', 'Military', 'Ukraine', 'Russia', 'Tweets'];https://www.politifact.com/factchecks/2022/mar/14/tweets/no-document-doesnt-show-secret-ukrainian-military-/;"The document isn’t classified, and there are no direct statements in it about an attack on the Donbas. It makes references to a training camp on the opposite side of the country.
";;
37;703;14/03/2022;false;" Vice President Kamala Harris laughs at the plight of Ukraine; at idea of America offering assistance ";['Facebook Fact-checks', 'Ukraine', 'Russia', 'Bloggers'];https://www.politifact.com/factchecks/2022/mar/14/blog-posting/kamala-harris-did-not-laugh-ukraine-or-idea-us-off/;" Vice President Kamala Harris laughed while she and Poland’s President Andrzej Duda tried to decide who would answer first in response to a question, while simultaneous translations also were occuring, according to her spokesperson. Duda also laughed. 
 In her remarks that preceded and followed the laughter, Harris expressed concern about Ukraine and said there is a moral obligation to help Ukrainian refugees.
";;
38;706;11/03/2022;false; Joe Biden s cancellation of the Keystone pipeline dramatically increased Americans dependence on Russian oil. ;['Energy', 'Trade', 'Ad Watch', 'Russia', 'Mike Pence'];https://www.politifact.com/factchecks/2022/mar/11/mike-pence/mike-pences-group-falsely-blames-bidens-nixing-key/;"The Keystone XL pipeline was never built, so Biden’s canceling it didn’t make the U.S. more reliant on Russian oil.
After the U.S. placed economic sanctions on Venezuela in 2019, the U.S. began to buy more Russian oil.
";;
11;113;10/03/2022;barely-true; Donald Trump s appeasement of Putin wasn t just a personal act of treason, it s the Republican Party s official position. ;['Legal Issues', 'Foreign Policy', 'Patriotism', 'Ad Watch', 'Ukraine', 'Russia', 'VoteVets'];https://www.politifact.com/factchecks/2022/mar/10/votevets/trump-acts-not-treason-and-gop-platform-reducing-u/;"Donald Trump’s actions regarding Ukraine led to his impeachment but did not rise to the level of treason, which is defined in the U.S. Constitution.
This claim from a veterans advocacy group refers to a wording change in the Republican Party platform that pertains to arming Ukraine in its fight against Russia.
But the platform does not amount to an official policy of appeasing Russian President Vladimir Putin, as it still contains language about assisting Ukraine and warning Russia about aggression against Ukraine or other nations.
";;
39;707;10/03/2022;false; China: U.S. has biological weapons labs in Ukraine. ;['Foreign Policy', 'Military', 'Facebook Fact-checks', 'Ukraine', 'Instagram posts'];https://www.politifact.com/factchecks/2022/mar/10/instagram-posts/china-repeats-false-claim-us-has-biolabs-ukraine/;" China was echoing a false claim first made by Russia. 
";;
40;708;10/03/2022;false; Two years ago we were drilling our own oil for $27 a barrel. Now, thanks to Joe Biden, we’re paying $105 a barrel to Russia. ;['National', 'Energy', 'Gas Prices', 'Facebook Fact-checks', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/10/facebook-posts/social-media-post-drilling-and-cost-russian-oil-mi/;"The U.S. was selling its oil for about $27 per barrel — not  drilling for that price, energy experts said. And, due to the pandemic, it was losing money in the process.
Energy analysts said that the notion that the U.S. has been paying $105 per barrel for Russian oil probably isn’t too far off, though it’s hard to pinpoint. In general, prices were going up throughout January and February, so the U.S. was paying more for all oil imports, not just those from Russia.
The current, higher prices are largely attributable to Russia’s war in Ukraine and to a sluggish response to energy demands after the pandemic slowdown.
";;
1;36;10/03/2022;mostly-true; U.S. imports 1% of its oil from Russia while Exxon, Chevron, BP and Shell profits are at their highest level in over 7 years. ;['Energy', 'Facebook Fact-checks', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/10/facebook-posts/yes-oil-companies-are-reporting-record-breaking-pr/;"U.S. gas prices, which were already on the rise following pandemic-related changes in supply and demand, hit a new price per gallon high March 8 that hasn’t been seen since July 2008.
The price increase was partly attributed to the invasion of Ukraine as Western countries imposed economic sanctions on Russia for its aggression.
Several major oil companies — Exxon, Chevron, BP and Shell — reported record-breaking profits before the invasion.
";;
41;710;09/03/2022;false; Gas is high because they shut down production in the U.S. under the Biden administration. ;['Corrections and Updates', 'Energy', 'Gas Prices', 'Facebook Fact-checks', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/09/facebook-posts/oil-production-bidens-first-year-par-trump/;"Gas prices soared to an average $4.173 per gallon on March 8, according to AAA, breaking a 2008 record.
Oil production in the U.S. in President Joe Biden’s first year was on par with 2020 and higher than in two of the four years Trump was president.
Increased consumer demand, inflation and the war in Ukraine are among the factors in the rising price at the pump, experts say.
";;
2;37;09/03/2022;mostly-true; The oil industry has 9,000 permits to drill now. They could be drilling right now, yesterday, last week, last year. ;['National', 'Energy', 'Gas Prices', 'Foreign Policy', 'Russia', 'Joe Biden'];https://www.politifact.com/factchecks/2022/mar/09/joe-biden/fact-checking-bidens-claim-there-are-9000-unused-o/;"President Joe Biden announced on March 8 a ban of all imports of Russian oil and gas and energy in response to Russia’s attack on Ukraine.
At the end of 2021, there were about 9,000 approved permits to drill on federal and Indian lands. Those permits included those issued under Biden and those still active from Trump’s administration.
Before drilling, companies assess whether it makes economic sense to drill immediately or wait.
";;
18;238;07/03/2022;barely-true; As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on Putin. Then he flew to the Kremlin and discussed dropping sanctions. Lee even opposed arming Ukrainians fighting for their lives. ;['Foreign Policy', 'Ad Watch', 'Ukraine', 'Russia', 'Evan McMullin'];https://www.politifact.com/factchecks/2022/mar/07/evan-mcmullin/evan-mcmullin-ad-portraying-gop-utah-sen-mike-lee-/;"The ad mixes present events, referring to the recent Russian invasion of Ukraine, with actions Lee took years ago.
Lee voted in 2017 against sanctions against Russia.
The ad is misleading in saying Lee’s votes over several years against large spending bills were evidence that he specifically opposed spending provisions in them to aid Ukraine.
";;
42;712;07/03/2022;false; Ukraine issued a press release about Joe Biden ;['Foreign Policy', 'Ukraine', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/07/facebook-posts/press-conference-was-held-2020-orchestrated-russia/;" The press conference was held in May 2020 and featured a Ukrainian lawmaker, Andrii Derkach, who is described by U.S. officials as an active Russian agent. 
 Recordings of President Joe Biden that Derkach released corroborate Biden’s description of his dealings in Ukraine. 
";;
43;714;07/03/2022;false; The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country. ;['National', 'Military', 'Facebook Fact-checks', 'Ukraine', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/07/facebook-posts/no-former-ukrainian-beauty-queen-has-not-joined-uk/;"The viral photograph shows Anastasiia Lenna, the 2015 Miss Grand Ukraine winner, posing with an airsoft gun. She confirmed that she did not join the Ukrainian military and said she posted the staged image to inspire people.
";;
44;834;04/03/2022;false; Image shows Ukrainian President Volodymyr Zelensky has joined the front lines with his troops. ;['Facebook Fact-checks', 'Ukraine', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/04/facebook-posts/ukrainian-president-not-frontline-military/;" A photo of Ukrainian President Volodymyr Zelensky dressed in military fatigues is from 2021.
";;
6;83;04/03/2022;half-true; Joe Biden s sanctions on Russia are riddled with loopholes and don t even start for 30 days. They have carve outs for the energy and financial sectors. ;['Ohio', 'Energy', 'Foreign Policy', 'Trade', 'Ad Watch', 'Ukraine', 'Russia', 'Mike Gibbons'];https://www.politifact.com/factchecks/2022/mar/04/mike-gibbons/fact-checking-whether-bidens-russia-sanctions-over/;"Some of the U.S. sanctions against Russia took immediate effect, while some were phased in over 30 days.
The energy sector was largely spared, but banks were targeted directly.
";;
19;242;03/03/2022;barely-true; NEW: Biden Admin. instructs Americans to social distance and wear masks in the event of a Nuclear Fallout. ;['Nuclear', 'Facebook Fact-checks', 'Coronavirus', 'Ukraine', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/mar/03/facebook-posts/fema-added-covid-19-safety-measures-nuclear-explos/;"The website Ready.gov provides information on preparing for, responding to and mitigating emergencies. One page on the site provides safety guidelines, including social distancing and mask wearing, in the event of a nuclear explosion.
The Federal Emergency Management Agency said the language is not “new,” nor is it related to the Russia-Ukraine conflict. The language on distancing and masking was added during the first year of the COVID-19 pandemic.
";;
25;291;03/03/2022;pants-fire; The Russian army does not occupy Ukrainian territory. ;['Foreign Policy', 'Military', 'Ukraine', 'Russia', 'Russian Embassy in Canada'];https://www.politifact.com/factchecks/2022/mar/03/russian-embassy-canada/russias-pants-fire-claim-it-not-occupying-ukrainia/;" Not only does independent reporting find this notion to be wrong, but it is undermined by multiple statements by Russia’s own government relating Russian troops’ control of the Ukrainian cities of Chernobyl, Melitopol, and Kherson.
 Russia currently controls a variety of areas that had been internationally recognized as Ukrainian territory since 1991, which would meet the definition of occupation under international law.
";;
20;243;28/02/2022;barely-true; We have doubled our (oil) imports from Russia in the last year. ;['Energy', 'Foreign Policy', 'Pundits', 'PunditFact', 'Russia', 'Maria Bartiromo'];https://www.politifact.com/factchecks/2022/feb/28/maria-bartiromo/us-did-not-double-oil-imports-russia-last-year/;"The most recent data from the U.S. Energy Information Administration shows that the U.S. increased its oil imports from Russia by about 28% in the first 11 months of 2021.
The U.S. did double the amount of crude oil imported from Russia last year. But Russia accounts for only about 3% of overall U.S. crude oil imports in 2021.
";;
21;244;28/02/2022;barely-true; The United States buys 206,000 barrels of oil a day from Russia but shut down domestic oil production a year ago. ;['Energy', 'Facebook Fact-checks', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/feb/28/facebook-posts/no-us-did-not-end-its-domestic-oil-production-it-d/;"The U.S. imports oil from about 80 countries.
The federal government never ended domestic oil production in the U.S.
";;
22;245;28/02/2022;barely-true; NATO (under direction from the United States) is violating previous agreements and expanding eastward. ;['History', 'Foreign Policy', 'Pundits', 'PunditFact', 'Ukraine', 'Russia', 'Candace Owens'];https://www.politifact.com/factchecks/2022/feb/28/candace-owens/fact-checking-claims-nato-us-broke-agreement-again/;"No legal agreement prohibits NATO from expanding eastward.
Russians have argued that comments made by U.S. and other Western leaders during the negotiations over the reunification of Germany constituted a promise that NATO would not extend beyond then-East Germany. Those allegations have sparked decades of debate amongst those involved in the events, and scholars studying them.
Even scholars who say they believe western powers did offer the Soviet Union assurances about NATO expansion say Owens’ claim is misleading.
";;
46;839;28/02/2022;false; A photo showing young children saluting troops was captured in Ukraine in 2022. ;['Foreign Policy', 'Facebook Fact-checks', 'Ukraine', 'Russia', 'Viral image'];https://www.politifact.com/factchecks/2022/feb/28/viral-image/photo-children-sending-ukrainian-troops-2016-not-2/;"The viral image of children waving off troops dates back to 2016. It does not depict the current conflict between Ukraine and Russia.
";;
7;86;28/02/2022;half-true; The Keystone XL pipeline would have produced 830,000 barrels of oil per day, more than enough to offset what we import from Russia. ;['Energy', 'Trade', 'Ad Watch', 'Russia', 'Jake LaTurner'];https://www.politifact.com/factchecks/2022/feb/28/jake-laturner/keystone-wouldnt-simply-offset-oil-us-imports-russ/;"The Keystone pipeline, which President Joe Biden canceled, would have transported more oil per day than the U.S. imports from Russia, but it would not have been a simple offset.
The pipeline would have required years of construction and likely faced legal challenges, so it couldn’t have solved today’s demand needs.
There would have been no certainty that the pipeline could have produced a net increase of 800,000 barrels a day, rather than just transporting oil from Canada that is currently being transported some other way.
Producers would not have been obligated to sell that entire amount to the U.S.
";;
48;846;25/02/2022;false; Russia is targeting U.S. biological weapons labs in Ukraine invasion. ;['Facebook Fact-checks', 'Ukraine', 'Russia', 'Tweets'];https://www.politifact.com/factchecks/2022/feb/25/tweets/there-are-no-us-run-biolabs-ukraine-contrary-socia/;"There are no U.S.-run biological weapons labs operating in Ukraine.
The U.S. Defense Department and the Ukraine Ministry of Health have had a partnership since 2005 to improve public health laboratories and prevent the threat of outbreaks of infectious diseases.
That effort is part of the Cooperative Threat Reduction Program, which began in 1991 to reduce the threat of existing weapons of mass destruction programs in former Soviet Republics.
";;
49;847;25/02/2022;false; Ethnic Russians face genocide perpetrated the Kyiv regime. ;['National', 'Human Rights', 'Crime', 'Foreign Policy', 'Military', 'Ukraine', 'Russia', 'Vladimir Putin'];https://www.politifact.com/factchecks/2022/feb/25/vladimir-putin/putin-repeats-long-running-claim-genocide-ukraine/;"Despite multiple claims of a Ukrainian genocide against ethnic Russians, there is no evidence to support it.
International bodies that include Russian representatives report that civilian deaths have plummeted since 2014.
Russia’s ambassador to the U.S. relied on misleading and outdated evidence to back the claim.
";;
8;87;25/02/2022;half-true; Photos show Ukrainian Christians pray outdoors, in the snow, for their country in this phase of war danger. ;['Religion', 'Facebook Fact-checks', 'Ukraine', 'Russia', 'Facebook posts'];https://www.politifact.com/factchecks/2022/feb/25/facebook-posts/photos-ukrainians-praying-phase-war-danger-are-act/;" The photos do show Ukrainians in prayer, but the images are actually years old. One picture was first shared online in 2015, the other in 2019.
";;
50;979;22/02/2022;false; Ukraine was the No. 1 donor to Hillary Clinton when she was running for president. ;['Georgia', 'National', 'Campaign Finance', 'Foreign Policy', 'Ukraine', 'Marjorie Taylor Greene'];https://www.politifact.com/factchecks/2022/feb/22/marjorie-taylor-greene/marjorie-taylor-greene-falsely-claims-ukraine-was-/;"Hillary Clinton’s 2016 presidential campaign did not report receiving any donations from the Ukrainian government or Ukrainian nationals. Those donations would have been illegal.
A spokesperson for Marjorie Taylor Greene cited a 2015 Wall Street Journal graphic that has been frequently misrepresented online. The chart shows donations to the Clinton Foundation between 1999 and 2014 by the nationality of the individuals who made them; it does not say anything about donations to the foundation by foreign governments.
The Clinton Foundation said it has never received donations from Ukraine’s government.
";;
27;294;21/02/2022;pants-fire; Says Joe Biden risks war with Russia because Vladimir Putin doesn’t believe in transgender rights. ;['National', 'Ohio', 'Corrections and Updates', 'Foreign Policy', 'Military', 'Sexuality', 'Ukraine', 'Russia', 'J.D. Vance'];https://www.politifact.com/factchecks/2022/feb/21/jd-vance/jd-vance-says-transgender-rights-drives-looming-co/;"Ohio Senate candidate JD Vance said the State Department’s focus on transgender rights is inflaming the conflict with Russia in Ukraine.
Russia has placed as many as 150,000 troops near Ukraine’s borders.
Russia has said Ukraine’s ties to NATO are a key threat to Russia’s national security.
";;
28;295;21/02/2022;pants-fire; Russia has never attacked anyone throughout its history. ;['History', 'Foreign Policy', 'Military', 'Ukraine', 'Russia', 'Dmitry Peskov'];https://www.politifact.com/factchecks/2022/feb/21/dmitry-peskov/russian-spokesmans-statement-ignores-centuries-rus/;" Historians cite upwards of a dozen examples dating back to the 1500s in which Russia or the Soviet Union attacked another country without being militarily attacked first. 
 Russia may offer various justifications for why it attacked another country in these instances, but each of these examples involved militarily unprovoked actions by Russia or the Soviet Union. 
";;
31;119;16/02/2022;false; Johns Hopkins University confirms: You can be vaccinated with a PCR test, even without knowing ;['Science', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2022/feb/16/facebook-posts/no-you-cannot-be-vaccinated-against-covid-19-pcr-t/;"Johns Hopkins researchers developed microdevices known as “theragrippers” that were designed to “latch onto intestinal mucosa and release drugs into the body” over an extended period of time. But they are not being used for vaccine delivery, a spokesperson said.
The devices have been tested in rats, but are not approved for use in humans.
";;
32;120;16/02/2022;false; According to Congress, travel nurses need a pay cap. ;['Congress', 'Health Care', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2022/feb/16/facebook-posts/congress-has-not-proposed-cap-travel-nurse-pay-ask/;"There has been no legislation proposed in Congress to cap pay for traveling nurses.
A letter signed by nearly 200 legislators called for an investigation into high pricing by staffing agencies, but its authors insist they do not want to cap wages for traveling nurses.
Some states are considering capping how much staffing agencies can charge healthcare facilities. This could lead to lower salaries for traveling nurses, one expert said.
";;
6;30;16/02/2022;mostly-true; Inflation has been caused the global economies shutting down all at once, reopening all at once. And … the U.S. economy is recovering at a far faster pace than any other country in the OECD. ;['Economy', 'PunditFact', 'Coronavirus', 'Patrick Gaspard'];https://www.politifact.com/factchecks/2022/feb/16/patrick-gaspard/us-economic-growth-exceeds-rivals-and-has-contribu/;" The U.S. has experienced faster economic growth than most of its most direct global competitors, and experts agree that this has contributed to inflationary pressures. 
 While many of these inflationary pressures are traceable to global factors related to the pandemic, others have flowed from the fiscal choices made by the Biden administration. 
";;
42;139;16/02/2022;pants-fire; Says that President Joe Biden said Americans will start seeing direct deposits in their bank accounts this weekend, and that Medicare recipients will get back $2,880. ;['National', 'Medicare', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2022/feb/16/facebook-posts/video-featuring-president-joe-biden-talking-about-/;"A video of Biden talking about a new round of stimulus payment is faked, taking clips from unrelated events and featuring an imitator mimicking the president’s voice.
The video repurposes comments made by White House press secretary Jen Psaki on March 11 regarding the American Rescue Plan Act.
The federal government has made no announcement about Medicare recipients getting $2,880.
";;
